Image_Path,image_name,Mean_Hue,Std_Saturation,Avg_Intensity,Contrast,Correlation,Energy,Homogeneity
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00956.JPG,IMG00956.JPG,34.55418577312951,101.51240319694062,96.74385755403067,74.96854707839589,0.9822603975691768,0.20547426839988692,0.5901730130661876
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00957.JPG,IMG00957.JPG,34.03935946637427,99.6369062543467,94.99219351146506,62.357690844839865,0.9823486215620436,0.2061666336860794,0.5993989350766253
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01158.JPG,IMG01158.JPG,32.512991981464886,98.96915425319312,98.72529485517057,77.64942611019639,0.9826906194418793,0.20292654292748594,0.5900278368164491
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01153.JPG,IMG01153.JPG,32.58936284273517,100.5476566954508,107.01764941749731,52.23905493637695,0.9917287926842703,0.19834977374232732,0.5569622496832692
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01157.JPG,IMG01157.JPG,33.2695527972525,101.09757630604554,106.30967747112417,80.50281952945875,0.9863417389349791,0.199078699869921,0.5560244433976085
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01156.JPG,IMG01156.JPG,32.53294882394471,100.46899161928975,96.02103151010702,75.7488945151211,0.9823539456816709,0.20694542768851687,0.5996477399296813
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01154.JPG,IMG01154.JPG,33.63227380587048,104.4336075155782,99.95271999170129,80.25026230905523,0.9864746478164168,0.20393612033566175,0.6051499821334833
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01155.JPG,IMG01155.JPG,31.91749682044167,101.51112238485831,90.17793386518673,76.0005069620473,0.9799826391589932,0.20793973479897113,0.6292423046037486
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01359.JPG,IMG01359.JPG,34.221737954215726,99.72691020749149,102.12608631116261,70.23396430360391,0.9827505857042258,0.20386624856381325,0.5910120463193153
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01358.JPG,IMG01358.JPG,34.05385933715986,99.85874289063986,100.32011927690166,70.23702603383683,0.9818604136599413,0.20723387683959002,0.6370221374306034
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01355.JPG,IMG01355.JPG,33.87379607750473,100.42730918253801,96.11972707939509,68.56161115579316,0.9814394295855712,0.20621612982439022,0.612242910544805
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01354.JPG,IMG01354.JPG,33.59649716143659,99.33597277579526,99.78671473020819,63.40848403479073,0.9853133147693791,0.20290077182584834,0.5806806902561504
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01356.JPG,IMG01356.JPG,33.984255673556966,100.28647905921441,97.55283948409804,71.53667144785095,0.981052708216813,0.20907583002688981,0.6212120161681769
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01357.JPG,IMG01357.JPG,34.112749844551715,100.14242012324237,100.56086690304299,73.79065485396873,0.9817040203510242,0.20536948800866592,0.5983427879771452
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01058.JPG,IMG01058.JPG,33.15689213919441,99.84119092117109,97.33176185344827,73.8393652587137,0.9842105002208539,0.20186998799619005,0.5986415168806062
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01059.JPG,IMG01059.JPG,33.62027862109031,98.73762029143995,95.41288815801803,77.39693522440001,0.9810376164379964,0.19862863184845017,0.5678452041931029
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01061.JPG,IMG01061.JPG,34.50972496980095,104.49641924168992,99.71064275835506,79.39120462660738,0.9853673133208061,0.2058197265874771,0.5995246890867933
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01060.JPG,IMG01060.JPG,33.26003006127876,100.92304031457027,97.5225101167765,72.26524300612289,0.9835857133459396,0.20610779997840364,0.59186773636168
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01062.JPG,IMG01062.JPG,33.20945173034113,99.60955289008602,98.2633554995467,78.24150338676608,0.9819615371116331,0.20173928680300332,0.5835353045537971
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01057.JPG,IMG01057.JPG,32.763371688617525,99.94401080045377,104.28556539568378,50.15489255961389,0.9910011095872573,0.19971824736631777,0.5715621401077954
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09088.JPG,IMG09088.JPG,32.542736856915525,101.25504341147816,156.6590633429719,91.94401230760265,0.9894585831152888,0.19719131354472633,0.49143370006158726
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09089.JPG,IMG09089.JPG,32.21932188670458,101.61320210170642,157.82856619573445,98.00136967006496,0.9891829696050469,0.1972365996853924,0.5189816653373307
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09084.JPG,IMG09084.JPG,33.01377437927483,101.12125269262766,140.40913157807302,89.21876418082076,0.9878601573267343,0.1962097782709104,0.5004971217348302
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09085.JPG,IMG09085.JPG,32.541953756062995,101.16544420643253,135.63568295754348,95.42726385949607,0.9874676944703263,0.19688948510937415,0.5310054523274923
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09087.JPG,IMG09087.JPG,32.96808513196368,100.72309355386118,138.24048986226532,97.02092601151617,0.9872887180446915,0.19707640451620245,0.5258083668030045
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09086.JPG,IMG09086.JPG,32.88536617036011,100.59867217026476,133.33699672014467,93.03575813160785,0.9865099085524135,0.1971346563490191,0.5320982912743949
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09375.JPG,IMG09375.JPG,32.7432958593434,99.61891631266512,143.9779505284856,91.7031783201005,0.9881915654274388,0.19720956554519664,0.5019209885860642
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09374.JPG,IMG09374.JPG,32.59010577019761,101.34359194999412,143.4456425455712,93.90740363482976,0.9879420154948896,0.19842882826284175,0.5151823705873082
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09376.JPG,IMG09376.JPG,32.92005112149892,100.73456996159926,146.90492627539243,100.94176199279758,0.9874623252146909,0.19747355700896743,0.5073771530296621
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09377.JPG,IMG09377.JPG,33.15906831571715,99.32971668287686,147.96265027362347,92.89552766699597,0.9884227740471054,0.19718938762088342,0.498070207905602
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09378.JPG,IMG09378.JPG,32.96992763064095,99.74188013408073,148.59971927374988,87.13868552064594,0.9890484282002585,0.19637851882419766,0.5034418564929413
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08889.JPG,IMG08889.JPG,34.894508432145,100.62786221840118,126.76948659977876,80.94175502333785,0.9882679802150891,0.19741968053561662,0.5271025098875627
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08886.JPG,IMG08886.JPG,35.21852362166184,100.0669683032783,128.4046910486334,89.74895873146541,0.9867874112050642,0.19638552529839226,0.5261419951574184
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08887.JPG,IMG08887.JPG,35.468862577335734,98.85041925416208,125.65997239407942,85.16856790050862,0.9860616463535685,0.1970934120546954,0.5165809102151518
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08891.JPG,IMG08891.JPG,35.43024996981041,98.9816878654108,120.83564424586403,80.83081033378065,0.9867663341050207,0.1969585851738772,0.5151947432265395
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08890.JPG,IMG08890.JPG,34.908844342470715,100.45327641223197,122.15760898442217,85.5206397562833,0.9859385803847249,0.1968555590196955,0.5218027905154385
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09181.JPG,IMG09181.JPG,37.171691881525675,112.79140351775612,144.75351280138995,91.5440503878354,0.9903717638541707,0.20105063287482855,0.5565923770272712
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09182.JPG,IMG09182.JPG,33.304988073253305,101.23423499254844,138.2534986726685,93.24571273133441,0.987852656739561,0.19569586969910713,0.5093407230535105
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09183.JPG,IMG09183.JPG,33.205083545188145,101.05822652080315,140.28847348095246,87.12309059736072,0.9888508311760643,0.19632374825710147,0.5210900096061177
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09186.JPG,IMG09186.JPG,33.595705035865116,100.66923889689772,142.28590198671588,88.97432884378283,0.9884257332506661,0.19525226338714705,0.5158215186134103
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09184.JPG,IMG09184.JPG,33.50941552952542,101.22742266527405,134.1344197560681,97.6055017589671,0.9857970694744863,0.1984836748335821,0.527656678659004
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09185.JPG,IMG09185.JPG,33.6273421277339,101.0122296141882,132.4744646218634,98.58038797604533,0.9852003356912965,0.19799715097156984,0.5429600517680819
Cropped_Images/125 hr/pH5 Hydrolytic/cropped_IMG09081.JPG,IMG09081.JPG,33.27193328079853,74.69515094594146,102.16888542382733,86.82179137465555,0.9841746386602532,0.20052974043035968,0.5335761957888333
Cropped_Images/125 hr/pH5 Hydrolytic/cropped_IMG09078.JPG,IMG09078.JPG,19.320482825997534,114.74218325860451,59.936471616618675,56.82658214801073,0.9931979681703397,0.5862663857832028,0.8001029019467354
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08692.JPG,IMG08692.JPG,33.959849250763,100.92979997973704,123.51211309989985,78.57318788414435,0.9863100481717646,0.19813984867813228,0.5301892570114033
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08693.JPG,IMG08693.JPG,34.13919787819329,100.43567715627967,124.98289978647276,80.13121425270091,0.9859831777368816,0.19674277454102157,0.5278833230688842
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08691.JPG,IMG08691.JPG,33.70040250426,100.70516297327133,125.62307350923909,75.85723551507117,0.9870524661548186,0.19853925950338266,0.5260799520106917
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08690.JPG,IMG08690.JPG,33.71351614195,100.15318324872939,124.64811287923571,75.09828071682536,0.9877869932397461,0.1963348774917735,0.5202208324338242
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08689.JPG,IMG08689.JPG,33.98973012528365,100.50222036192862,126.35375112030663,79.23960674827595,0.9868742799467514,0.19632139528264933,0.5214480513509296
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08688.JPG,IMG08688.JPG,34.579303385416665,102.22902552712857,130.14568901909723,61.43152698123045,0.990108665665281,0.19728502298160347,0.5197607318412802
Cropped_Images/125 hr/pH6 Enzymatic/cropped_IMG09277.JPG,IMG09277.JPG,34.03535568760205,100.94001601531279,147.1299228150482,84.31472218693753,0.9894415863637157,0.1960398705201978,0.518074500711945
Cropped_Images/125 hr/pH6 Enzymatic/cropped_IMG09280.JPG,IMG09280.JPG,33.976013506957244,100.92196835775484,138.68043722952123,93.09604932755028,0.986762301874689,0.19892278632747667,0.5268165105418565
Cropped_Images/125 hr/pH6 Enzymatic/cropped_IMG09281.JPG,IMG09281.JPG,33.48177102368805,100.37530508362694,149.08305556773826,89.19868769285183,0.989945960969206,0.19645302810594262,0.5355006211730791
Cropped_Images/125 hr/pH6 Enzymatic/cropped_IMG09282.JPG,IMG09282.JPG,34.16227044012844,100.68173096758824,142.63368680985198,85.45384852850381,0.988367727455942,0.19704665410172337,0.5184546754070907
Cropped_Images/125 hr/pH6 Enzymatic/cropped_IMG09279.JPG,IMG09279.JPG,33.96751829067127,100.84649671220852,141.44580721535445,88.23722612669935,0.9879873014422728,0.19745116151685432,0.5260599924814001
Cropped_Images/125 hr/pH6 Enzymatic/cropped_IMG09278.JPG,IMG09278.JPG,33.61460934669726,100.89341120975952,140.47744354546552,90.34289703695646,0.9878824801353843,0.19734554339402213,0.5207256721491674
Cropped_Images/125 hr/pH7 Hydrolytic/cropped_IMG08785.JPG,IMG08785.JPG,33.68808804447232,100.27537960985009,123.81053536286983,77.5793126754082,0.9872290728712613,0.1950652263308911,0.5214607454869773
Cropped_Images/125 hr/pH7 Hydrolytic/cropped_IMG08784.JPG,IMG08784.JPG,33.96281460242499,99.86269860922592,129.43766631997153,61.600452364536864,0.9906147625197461,0.1957775600833172,0.523904666511945
Cropped_Images/125 hr/pH7 Hydrolytic/cropped_IMG08786.JPG,IMG08786.JPG,34.23663466764116,101.94121905639227,125.15876998182193,88.64835164835165,0.9867895643773565,0.1959203529848007,0.5087199823871408
Cropped_Images/125 hr/pH7 Hydrolytic/cropped_IMG08787.JPG,IMG08787.JPG,33.84853215995118,100.72578790000063,120.28318252893729,87.68579473596297,0.984225552458372,0.1964364696866723,0.5150179273424641
Cropped_Images/125 hr/pH7 Hydrolytic/cropped_IMG08789.JPG,IMG08789.JPG,33.67341953812942,99.8912215611143,121.40969328830607,78.55267766760576,0.9863501032087371,0.1960846654512733,0.5118914129470507
