Image_Path,image_name,Mean_Hue,Std_Saturation,Avg_Intensity,Contrast,Correlation,Energy,Homogeneity,well_no,hour,pH_value,type
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07715.JPG,IMG07715.JPG,32.52423341797476,100.88463834138888,127.92206616458913,92.2974584512874,0.9868140329790602,0.1973022318719424,0.5366669439402302,A2,100,7,Enzy
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07718.JPG,IMG07718.JPG,33.26340297065572,100.81165195231534,128.48759207825142,100.05910854821748,0.9853159612520228,0.1974398337225141,0.5247326302782492,A5,100,7,Enzy
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07719.JPG,IMG07719.JPG,17.574574008986964,121.45822066930796,62.22938114517062,44.418476249916424,0.99329933828981,0.5564677771671336,0.7427623205470426,A6,100,7,Enzy
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07429.JPG,IMG07429.JPG,33.526782279162816,100.49512037107984,122.40395602493076,90.9598486818033,0.9857251808413322,0.1966274684320033,0.5271424044425355,A5,100,8,Hydro
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07428.JPG,IMG07428.JPG,33.20690156556893,101.16321008109324,123.71129459773842,93.6554239148591,0.9847261896304312,0.1972705562838345,0.5237902230022816,A4,100,8,Hydro
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07425.JPG,IMG07425.JPG,33.743141234488775,102.95810432308312,129.76203399562036,66.63177745400755,0.9901326398527056,0.1972050072210448,0.5206963866314074,A1,100,8,Hydro
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07430.JPG,IMG07430.JPG,33.45545273355457,100.02577076247412,123.4260278545288,87.94431353896063,0.986017427706684,0.1969277289807308,0.5317641824899044,A6,100,8,Hydro
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07426.JPG,IMG07426.JPG,33.19876681238598,100.10277937518023,120.4560064927292,87.51875654597701,0.9863786487002408,0.1969689871357225,0.5573137304109489,A2,100,8,Hydro
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07427.JPG,IMG07427.JPG,32.97803796044032,100.67864507910608,121.57275591456028,91.3171943792676,0.9864230428075822,0.1965861406812529,0.5271462659702817,A3,100,8,Hydro
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07621.JPG,IMG07621.JPG,33.92285897261736,100.70312264606238,131.9292558559258,93.12426963072338,0.9854047020405774,0.1993135807943355,0.5621820056301138,A4,100,6,Enzy
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07620.JPG,IMG07620.JPG,33.74068000543383,100.77023902187776,128.44158629121466,86.80991092287591,0.9859791345431502,0.1984324119348949,0.5449826865371343,A3,100,6,Enzy
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07622.JPG,IMG07622.JPG,34.111632530736955,100.35875271918869,133.62903186507415,89.104144256217,0.9869836338235918,0.1968262975777188,0.5282618411481491,A5,100,6,Enzy
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07623.JPG,IMG07623.JPG,34.34576293170961,100.45387983022243,135.67227024434175,88.77745641372417,0.9866820139376312,0.1975851564885487,0.5401871138954681,A6,100,6,Enzy
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07618.JPG,IMG07618.JPG,34.14038491924788,100.63371329405,136.6452125698471,80.7111405638468,0.9888733422311656,0.1957167214633787,0.527290013888843,A1,100,6,Enzy
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07619.JPG,IMG07619.JPG,33.8513005675643,100.93406809210528,130.26534597270862,90.2003167349702,0.9863917397577624,0.1976569344805291,0.5358217853983585,A2,100,6,Enzy
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07329.JPG,IMG07329.JPG,33.76978032142444,100.52872314108416,126.84925887385825,68.47701193328473,0.989328641965954,0.1962323435212584,0.5312196372287992,A1,100,7,Hydro
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07332.JPG,IMG07332.JPG,33.651678791403675,101.17019153874638,120.31714927251578,88.55293864986756,0.984129619774916,0.1969869103190617,0.5029730139055067,A4,100,7,Hydro
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07333.JPG,IMG07333.JPG,35.27145927977839,105.23804244480596,122.62096288088642,91.42852642670957,0.9874342308772672,0.1982699346058094,0.5350912828881906,A5,100,7,Hydro
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07331.JPG,IMG07331.JPG,35.24967670891886,105.6953088685931,131.34814146246734,93.57259828221513,0.9885976684443568,0.1969351273471779,0.5129968039825104,A3,100,7,Hydro
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07330.JPG,IMG07330.JPG,33.52789694947067,100.46635716827112,122.71550019392,79.67923933649857,0.9870320696717478,0.1951055837734406,0.5151054637321749,A2,100,7,Hydro
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07334.JPG,IMG07334.JPG,33.414079935570264,100.50307678668638,121.19465859030836,88.47868147399815,0.9847200120891604,0.1972427190969286,0.5230576875264787,A6,100,7,Hydro
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01549.JPG,IMG01549.JPG,32.16507471779088,100.62999556624874,103.17634603406968,68.20336076895596,0.9862120084538194,0.2004693419675721,0.5804770718603017,A1,5,8,Enzy
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01554.JPG,IMG01554.JPG,32.38916830342671,100.53206847197212,119.35488811235484,79.72638222731287,0.9857250826152092,0.1979495748704875,0.5515164051564775,A6,5,8,Enzy
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01553.JPG,IMG01553.JPG,32.08334163973021,100.2252823988462,120.8953536389138,80.11115862799743,0.9862103463909552,0.1977435348965435,0.5743317884844784,A5,5,8,Enzy
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01552.JPG,IMG01552.JPG,32.40941787292006,100.32582157907324,100.70674397884022,81.78593777362676,0.9832866717493992,0.2011905733992648,0.5912188599944483,A4,5,8,Enzy
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01550.JPG,IMG01550.JPG,31.921671492288375,100.13114151058488,96.99814471243045,80.21121249642376,0.9817065051990836,0.201772599048618,0.6009681826026123,A2,5,8,Enzy
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01551.JPG,IMG01551.JPG,34.68045490934582,106.40929376208224,104.74849531900068,81.26207618893395,0.9877849628345148,0.2025333856941124,0.5765837077993979,A3,5,8,Enzy
Cropped_Images/5 hr/pH5 Enzymatic/cropped_IMG01249.JPG,IMG01249.JPG,33.522290629244004,98.5900135635162,119.16664554096876,44.73711055219451,0.9914469713023684,0.1999969008566895,0.5335348601446013,A1,5,5,Enzy
Cropped_Images/5 hr/pH5 Enzymatic/cropped_IMG01251.JPG,IMG01251.JPG,33.57100345225498,101.030087552371,113.9054831481118,64.58697491377885,0.9865258203969062,0.199846790153314,0.5723407447304681,A3,5,5,Enzy
Cropped_Images/5 hr/pH5 Enzymatic/cropped_IMG01252.JPG,IMG01252.JPG,33.8985656899811,100.31061903101676,117.2037677221172,73.02580545962057,0.9859274973719128,0.197737041074147,0.5466303378154579,A4,5,5,Enzy
Cropped_Images/5 hr/pH5 Enzymatic/cropped_IMG01254.JPG,IMG01254.JPG,33.372752914358266,99.93720186601912,116.89288410857186,62.24134602422632,0.9874842988308878,0.199848943690179,0.5484950608714099,A6,5,5,Enzy
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00972.JPG,IMG00972.JPG,34.50165252438552,99.79767678548188,101.8691940065961,65.62196252407915,0.987294246206306,0.2006938694505713,0.5785137789359519,A12,5,6,Hydro
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00967.JPG,IMG00967.JPG,35.14962906004813,99.76698495585424,102.68105809256647,76.25548998225244,0.9833403370358976,0.2019138973664148,0.5876676164664294,A7,5,6,Hydro
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00971.JPG,IMG00971.JPG,35.71386476496118,102.2328654968227,104.32374435142516,74.01813931116257,0.986849541349591,0.1996343823311075,0.5712822346166011,A11,5,6,Hydro
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00970.JPG,IMG00970.JPG,35.13199715147767,100.05835028320992,101.8499407338693,65.91831642535865,0.986148641184452,0.2043401422922605,0.6104439392030381,A10,5,6,Hydro
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00969.JPG,IMG00969.JPG,35.37296320829971,100.39568242438858,102.37706128218166,77.54042963049444,0.9833362891517972,0.2008531936751806,0.5759752124451564,A9,5,6,Hydro
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00968.JPG,IMG00968.JPG,35.6075024362362,100.59090696043528,101.42413115383894,79.00581578046368,0.981921659863403,0.2039558729088331,0.593114412467375,A8,5,6,Hydro
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01456.JPG,IMG01456.JPG,32.79085085983074,99.53781277035604,98.42616799806342,78.75464180583177,0.9816230640817182,0.2033304963146559,0.603230989916306,A5,5,7,Enzy
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01457.JPG,IMG01457.JPG,32.964859779074835,99.3807879641626,98.87369103993797,72.87023327045999,0.9830943210306118,0.2020907300565974,0.5951674254000195,A6,5,7,Enzy
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01455.JPG,IMG01455.JPG,32.75573141384368,99.4929741842884,99.7322373635971,73.62572255365251,0.9837218868012813,0.2028972205513083,0.5989658901130709,A4,5,7,Enzy
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01454.JPG,IMG01454.JPG,32.70452741020794,99.49659581093609,101.26758506616255,78.80704451908974,0.9835349192628188,0.2024989502825971,0.6133088540343858,A3,5,7,Enzy
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01453.JPG,IMG01453.JPG,32.7960834120983,99.955785341257,98.02567107750473,73.48974428726878,0.9835685485409772,0.2013545315970489,0.5947547153131064,A2,5,7,Enzy
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01452.JPG,IMG01452.JPG,32.737992666850154,100.29243998938637,99.20897028021776,67.36755706030004,0.9839849786689542,0.2030321181550419,0.6157993750344812,A1,5,7,Enzy
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00959.JPG,IMG00959.JPG,33.97234724609646,99.44719005845548,94.66366489664782,64.26602491126232,0.9831579741025648,0.2051500633416641,0.621230749043614,H11,5,5,Hydro
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00958.JPG,IMG00958.JPG,34.18652494036627,99.65620796899294,95.0491918186365,63.37806319448457,0.9823211887405208,0.2060799327735155,0.5992407041109703,H10,5,5,Hydro
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00960.JPG,IMG00960.JPG,33.49300761808509,99.6061790129173,103.87577944737896,69.50288853890757,0.9876585104492266,0.1984754407217854,0.5681474546207141,H12,5,5,Hydro
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00955.JPG,IMG00955.JPG,34.23742438563327,100.52527224861336,96.02984640831758,62.56766452192838,0.983859854837012,0.20570033453395,0.5944560295282245,H7,5,5,Hydro
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00956.JPG,IMG00956.JPG,34.55418577312951,101.51240319694062,96.74385755403068,74.96854707839589,0.9822603975691768,0.2054742683998869,0.5901730130661876,H8,5,5,Hydro
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00957.JPG,IMG00957.JPG,34.03935946637427,99.6369062543467,94.99219351146506,62.357690844839865,0.9823486215620436,0.2061666336860794,0.5993989350766253,H9,5,5,Hydro
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01158.JPG,IMG01158.JPG,32.512991981464886,98.96915425319312,98.72529485517056,77.64942611019639,0.9826906194418792,0.2029265429274859,0.5900278368164491,A6,5,8,Hydro
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01153.JPG,IMG01153.JPG,32.58936284273517,100.5476566954508,107.01764941749732,52.23905493637695,0.9917287926842704,0.1983497737423273,0.5569622496832692,A1,5,8,Hydro
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01157.JPG,IMG01157.JPG,33.2695527972525,101.09757630604554,106.30967747112416,80.50281952945875,0.9863417389349792,0.199078699869921,0.5560244433976085,A5,5,8,Hydro
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01156.JPG,IMG01156.JPG,32.53294882394471,100.46899161928977,96.02103151010702,75.7488945151211,0.9823539456816708,0.2069454276885168,0.5996477399296813,A4,5,8,Hydro
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01154.JPG,IMG01154.JPG,33.63227380587048,104.4336075155782,99.95271999170129,80.25026230905523,0.9864746478164168,0.2039361203356617,0.6051499821334833,A2,5,8,Hydro
Cropped_Images/5 hr/pH8 Hydrolytic/cropped_IMG01155.JPG,IMG01155.JPG,31.91749682044167,101.51112238485833,90.17793386518672,76.0005069620473,0.9799826391589932,0.2079397347989711,0.6292423046037486,A3,5,8,Hydro
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01359.JPG,IMG01359.JPG,34.221737954215726,99.72691020749149,102.1260863111626,70.23396430360391,0.9827505857042258,0.2038662485638132,0.5910120463193153,A6,5,6,Enzy
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01358.JPG,IMG01358.JPG,34.05385933715986,99.85874289063986,100.32011927690166,70.23702603383683,0.9818604136599411,0.20723387683959,0.6370221374306034,A5,5,6,Enzy
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01355.JPG,IMG01355.JPG,33.87379607750473,100.427309182538,96.11972707939508,68.56161115579316,0.9814394295855712,0.2062161298243902,0.612242910544805,A2,5,6,Enzy
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01354.JPG,IMG01354.JPG,33.59649716143659,99.33597277579526,99.7867147302082,63.40848403479073,0.9853133147693792,0.2029007718258483,0.5806806902561504,A1,5,6,Enzy
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01356.JPG,IMG01356.JPG,33.984255673556966,100.2864790592144,97.55283948409804,71.53667144785095,0.981052708216813,0.2090758300268898,0.6212120161681769,A3,5,6,Enzy
Cropped_Images/5 hr/pH6 Enzymatic/cropped_IMG01357.JPG,IMG01357.JPG,34.112749844551715,100.14242012324236,100.560866903043,73.79065485396873,0.9817040203510242,0.2053694880086659,0.5983427879771452,A4,5,6,Enzy
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01058.JPG,IMG01058.JPG,33.15689213919441,99.84119092117108,97.33176185344828,73.8393652587137,0.984210500220854,0.20186998799619,0.5986415168806062,A2,5,7,Hydro
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01059.JPG,IMG01059.JPG,33.62027862109031,98.73762029143997,95.41288815801803,77.39693522440001,0.9810376164379964,0.1986286318484501,0.5678452041931029,A3,5,7,Hydro
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01061.JPG,IMG01061.JPG,34.50972496980095,104.49641924168992,99.71064275835506,79.39120462660738,0.985367313320806,0.2058197265874771,0.5995246890867933,A5,5,7,Hydro
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01060.JPG,IMG01060.JPG,33.26003006127876,100.92304031457029,97.5225101167765,72.26524300612289,0.9835857133459396,0.2061077999784036,0.59186773636168,A4,5,7,Hydro
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01062.JPG,IMG01062.JPG,33.20945173034113,99.60955289008602,98.2633554995467,78.24150338676608,0.9819615371116333,0.2017392868030033,0.5835353045537971,A6,5,7,Hydro
Cropped_Images/5 hr/pH7 Hydrolytic/cropped_IMG01057.JPG,IMG01057.JPG,32.763371688617525,99.94401080045375,104.28556539568378,50.15489255961389,0.9910011095872572,0.1997182473663177,0.5715621401077954,A1,5,7,Hydro
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09088.JPG,IMG09088.JPG,32.542736856915525,101.25504341147816,156.6590633429719,91.94401230760263,0.9894585831152888,0.1971913135447263,0.4914337000615872,A5,125,8,Enzy
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09089.JPG,IMG09089.JPG,32.21932188670458,101.61320210170642,157.82856619573445,98.00136967006496,0.9891829696050468,0.1972365996853924,0.5189816653373307,A6,125,8,Enzy
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09084.JPG,IMG09084.JPG,33.01377437927483,101.12125269262766,140.40913157807302,89.21876418082076,0.9878601573267344,0.1962097782709104,0.5004971217348302,A1,125,8,Enzy
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09085.JPG,IMG09085.JPG,32.541953756062995,101.16544420643253,135.63568295754348,95.42726385949608,0.9874676944703265,0.1968894851093741,0.5310054523274923,A2,125,8,Enzy
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09087.JPG,IMG09087.JPG,32.96808513196368,100.72309355386118,138.24048986226532,97.02092601151617,0.9872887180446916,0.1970764045162024,0.5258083668030045,A4,125,8,Enzy
Cropped_Images/125 hr/pH8 Enzymatic/cropped_IMG09086.JPG,IMG09086.JPG,32.88536617036011,100.59867217026476,133.33699672014467,93.03575813160784,0.9865099085524136,0.1971346563490191,0.5320982912743949,A3,125,8,Enzy
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09375.JPG,IMG09375.JPG,32.7432958593434,99.61891631266512,143.9779505284856,91.7031783201005,0.9881915654274388,0.1972095655451966,0.5019209885860642,A3,125,5,Enzy
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09374.JPG,IMG09374.JPG,32.59010577019761,101.34359194999412,143.4456425455712,93.90740363482976,0.9879420154948896,0.1984288282628417,0.5151823705873082,A2,125,5,Enzy
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09376.JPG,IMG09376.JPG,32.92005112149892,100.73456996159926,146.90492627539243,100.94176199279758,0.9874623252146908,0.1974735570089674,0.5073771530296621,A4,125,5,Enzy
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09377.JPG,IMG09377.JPG,33.15906831571715,99.32971668287686,147.96265027362347,92.89552766699596,0.9884227740471054,0.1971893876208834,0.498070207905602,A5,125,5,Enzy
Cropped_Images/125 hr/pH5 Enzymatic/cropped_IMG09378.JPG,IMG09378.JPG,32.96992763064095,99.74188013408072,148.59971927374988,87.13868552064594,0.9890484282002584,0.1963785188241976,0.5034418564929413,A6,125,5,Enzy
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08889.JPG,IMG08889.JPG,34.894508432145,100.62786221840118,126.76948659977876,80.94175502333785,0.9882679802150892,0.1974196805356166,0.5271025098875627,A10,125,6,Hydro
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08886.JPG,IMG08886.JPG,35.21852362166184,100.0669683032783,128.4046910486334,89.74895873146541,0.9867874112050642,0.1963855252983922,0.5261419951574184,A7,125,6,Hydro
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08887.JPG,IMG08887.JPG,35.468862577335734,98.85041925416208,125.65997239407942,85.16856790050862,0.9860616463535684,0.1970934120546954,0.5165809102151518,A8,125,6,Hydro
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08891.JPG,IMG08891.JPG,35.43024996981041,98.9816878654108,120.83564424586405,80.83081033378065,0.9867663341050208,0.1969585851738772,0.5151947432265395,A12,125,6,Hydro
Cropped_Images/125 hr/pH6 Hydrolytic/cropped_IMG08890.JPG,IMG08890.JPG,34.908844342470715,100.45327641223196,122.15760898442215,85.5206397562833,0.9859385803847248,0.1968555590196955,0.5218027905154385,A11,125,6,Hydro
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09181.JPG,IMG09181.JPG,37.171691881525675,112.79140351775612,144.75351280138997,91.5440503878354,0.9903717638541708,0.2010506328748285,0.5565923770272712,A1,125,7,Enzy
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09182.JPG,IMG09182.JPG,33.304988073253305,101.23423499254844,138.2534986726685,93.2457127313344,0.987852656739561,0.1956958696991071,0.5093407230535105,A2,125,7,Enzy
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09183.JPG,IMG09183.JPG,33.205083545188145,101.05822652080316,140.28847348095246,87.12309059736072,0.9888508311760644,0.1963237482571014,0.5210900096061177,A3,125,7,Enzy
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09186.JPG,IMG09186.JPG,33.595705035865116,100.66923889689772,142.28590198671588,88.97432884378283,0.988425733250666,0.195252263387147,0.5158215186134103,A6,125,7,Enzy
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09184.JPG,IMG09184.JPG,33.50941552952542,101.22742266527403,134.1344197560681,97.6055017589671,0.9857970694744864,0.1984836748335821,0.527656678659004,A4,125,7,Enzy
Cropped_Images/125 hr/pH7 Enzymatic/cropped_IMG09185.JPG,IMG09185.JPG,33.6273421277339,101.0122296141882,132.4744646218634,98.58038797604532,0.9852003356912964,0.1979971509715698,0.5429600517680819,A5,125,7,Enzy
Cropped_Images/125 hr/pH5 Hydrolytic/cropped_IMG09081.JPG,IMG09081.JPG,33.27193328079853,74.69515094594146,102.16888542382732,86.82179137465555,0.9841746386602532,0.2005297404303596,0.5335761957888333,H10,125,5,Hydro
Cropped_Images/125 hr/pH5 Hydrolytic/cropped_IMG09078.JPG,IMG09078.JPG,19.320482825997537,114.74218325860453,59.936471616618675,56.82658214801073,0.9931979681703396,0.5862663857832028,0.8001029019467354,H7,125,5,Hydro
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08692.JPG,IMG08692.JPG,33.959849250763,100.92979997973704,123.51211309989984,78.57318788414435,0.9863100481717646,0.1981398486781322,0.5301892570114033,A5,125,8,Hydro
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08693.JPG,IMG08693.JPG,34.13919787819329,100.43567715627968,124.98289978647276,80.13121425270091,0.9859831777368816,0.1967427745410215,0.5278833230688842,A6,125,8,Hydro
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08691.JPG,IMG08691.JPG,33.70040250426,100.70516297327131,125.62307350923908,75.85723551507117,0.9870524661548186,0.1985392595033826,0.5260799520106917,A4,125,8,Hydro
Cropped_Images/125 hr/pH8 Hydrolytic/cropped_IMG08690.JPG,IMG08690.JPG,33.71351614195,100.1531832487294,124.64811287923573,75.09828071682536,0.987786993239746,0.1963348774917735,0.5202208324338242,A3,125,8,Hydro
